Category,Tool,Latest Version,License,Stage
Libraries,infrablocks classic-load-balancer aws,,MIT,
Libraries,infrablocks dns-delegation aws,,MIT,
Libraries,infrablocks dns-zones aws,,MIT,
Libraries,infrablocks ecr-repository aws,,MIT,
Libraries,infrablocks ecs-load-balancer aws,,MIT,
Libraries,infrablocks ecs-route53-registration aws,,MIT,
Libraries,infrablocks encrypted-bucket aws,,MIT,
Libraries,infrablocks group aws,,MIT,
Libraries,infrablocks infrastructure-events aws,,MIT,
Libraries,infrablocks lambda-cloudwatch-events-trigger aws,,MIT,
Libraries,infrablocks msk aws,,MIT,
Libraries,infrablocks network-load-balancer aws,,MIT,
Libraries,infrablocks rds-postgres aws,,MIT,
Libraries,infrablocks vpc-auto-peering aws,,,
Libraries,infrablocks vpc-auto-peering-lambda aws,,MIT,
Libraries,infrablocks vpc-auto-peering-role aws,,MIT,
Libraries,Infrastrukturait ebs-volume aws,,MIT,
Libraries,infrataster,0.3.2,MIT,
Libraries,ingenii-solutions data-lake-gen2 azurerm,,,
Libraries,inherits,2.0.4,ISC,
Libraries,ini,4.1.3,ISC,
Libraries,ini.v1,1.67.0,Apache-2.0,
Libraries,initialize,v0.11.5,Apache-2.0,
Libraries,inject-loader,4.0.1,MIT,
Libraries,ink,4.4.1,MIT,
Libraries,InnovationNorway function-app azurerm,0.1.2,,
Libraries,innovationnorway function-app-consumption azurerm,,MIT,
Libraries,innovationnorway key-vault azurerm,2.0.0,MIT,
Libraries,innovationnorway service-principal azurerm,2.0.1,,
Libraries,innovationnorway sql-server azurerm,0.1.2,MIT,
Libraries,innovationnorway vm-run-command azurerm,1.0.0,,
Libraries,innovationnorway webapp-appgw azurerm,,,
Libraries,innovationnorway web-app-container azurerm,2.6.0,MIT,
Libraries,in-publish,2.0.1,ISC,
Libraries,inquirer,3.1.3,MIT,
Libraries,inquirer,9.2.20,MIT,
Libraries,install,1.30.3,Apache-2.0,
Libraries,int128 kops-alb aws,,Apache-2.0,
Libraries,int128 kubernetes-irsa aws,0.2.0,Apache-2.0,
Libraries,int128 nat-instance aws,2.1.0,Apache-2.0,
Libraries,integr8 devops-nexus aws,,,
Libraries,integr8 devops-selenium aws,,BSD-2-Clause,
Libraries,intelli-espower-loader,1.1.0,MIT,
Libraries,intern,4.10.1,BSD-3-Clause,
Libraries,interpret,3.1.1,MIT,
Libraries,intersection-observer,0.12.2,W3C-20150513,
Libraries,InterweaveCloud s3-cloudfront-static-website aws,0.0.1,Apache-2.0,
Libraries,intl,1.2.5,MIT,
Libraries,invariant,2.2.4,MIT,
Libraries,inversify,6.0.2,MIT,
Libraries,Invicton-Labs lambda-set aws,0.6.0,MIT,
Libraries,Invicton-Labs log-group aws,0.4.0,MIT,
Libraries,Invicton-Labs secure-s3-bucket aws,0.3.0,MIT,
Libraries,Invicton-Labs secure-s3-bucket-replication aws,0.2.0,MIT,
Libraries,Invicton-Labs sns-slack aws,0.2.0,MIT,
Libraries,Invicton-Labs subminute-lambda-event aws,0.1.1,MIT,
Libraries,Invicton-Labs validated-acm-certificate aws,0.1.3,MIT,
Libraries,invoke,1.7.1,BSD-2-Clause,
Libraries,io.appium:java-client,9.0.0,Apache-2.0,
Libraries,io.cucumber:cucumber-core,7.15.0,MIT,
Libraries,io.cucumber:cucumber-java,7.15.0,MIT,
Libraries,io.cucumber:cucumber-junit,7.15.0,MIT,
Libraries,io.cucumber:gherkin,24.0.0,MIT,
Libraries,io.dropwizard.metrics:metrics-annotation,4.2.23,Apache-2.0,
Libraries,io.dropwizard.metrics:metrics-core,4.2.24,Apache-2.0,
Libraries,io.dropwizard.metrics:metrics-graphite,4.2.23,Apache-2.0,
Libraries,io.github.bonigarcia:webdrivermanager,5.2.3,Apache-2.0,
Libraries,io.github.openfeign:feign-core,13.1,Apache-2.0,
Libraries,io.jsonwebtoken:jjwt,0.12.3,Apache-2.0,
Libraries,io.lettuce:lettuce-core,6.3.0,Apache-2.0,
Libraries,io.micrometer:micrometer-core,1.12.1,Apache-2.0,
Libraries,io.micrometer:micrometer-registry-prometheus,1.12.1,Apache-2.0,
Libraries,io.micrometer:micrometer-registry-statsd,1.12.1,Apache-2.0,
Libraries,io.netty:netty-all,4.1.42.Final,Apache-2.0,
Libraries,io.netty:netty-buffer,4.1.25.Final,Apache-2.0,
Libraries,io.netty:netty-codec,4.1.43.Final,Apache-2.0,
Libraries,io.netty:netty-codec-http,4.1.25.Final,Apache-2.0,
Libraries,io.netty:netty-codec-http2,4.1.25.Final,,
Libraries,io.netty:netty-common,4.1.25.Final,Apache-2.0,
Libraries,io.netty:netty-handler,4.1.25.Final,Apache-2.0,
Libraries,io.netty:netty-handler-proxy,4.1.29.Final,Apache-2.0,
Libraries,io.netty:netty-transport,4.1.43.Final,Apache-2.0,
Libraries,io.netty:netty-transport-native-epoll,4.1.25.Final,Apache-2.0,
Libraries,io.netty:netty-transport-native-unix-common,4.1.39.Final,Apache-2.0,
Libraries,io.opentracing:opentracing-util,0.33.0,,
Libraries,io.projectreactor.netty:reactor-netty,1.1.14,Apache-2.0,
Libraries,io.projectreactor:reactor-core,3.6.1,Apache-2.0,
Libraries,io.projectreactor:reactor-test,3.6.1,Apache-2.0,
Libraries,io.reactivex.rxjava2:rxandroid,2.1.1,Apache-2.0,
Libraries,io.reactivex.rxjava2:rxjava,3.1.8,Apache-2.0,
Libraries,io.reactivex:rxandroid,1.2.1,Apache-2.0,
Libraries,io.rest-assured:rest-assured,5.1.1,Apache-2.0,
Libraries,io.springfox:springfox-bean-validators,3.0.0,Apache-2.0,
Libraries,io.springfox:springfox-swagger2,3.0.0,Apache-2.0,
Libraries,io.springfox:springfox-swagger-ui,3.0.0,Apache-2.0,
Libraries,io.swagger:swagger-annotations,2.2.20,Apache-2.0,
Libraries,io.swagger:swagger-models,2.2.20,Apache-2.0,
Libraries,io.vavr:vavr,0.10.4,Apache-2.0,
Libraries,io.zipkin.brave:brave,5.16.0,Apache-2.0,
Libraries,ionic-angular,8.2.6,MIT,
Libraries,Ionicons,7.4.0,MIT,
Libraries,ionosphere-io managed-prefix-list aws,,Apache-2.0,
Libraries,ioredis,5.4.1,MIT,
Libraries,io-ts,2.2.21,MIT,
Libraries,ip,2.0.1,MIT,
Libraries,ipaddr.js,2.2.0,MIT,
Libraries,ipaddress,1.0.23,Python-2.0,
Libraries,IPAddressRange,6.0.0,MPL-2.0,
Libraries,IPNetwork2,2.6.609,BSD-2-Clause,
Libraries,ipolyzos acs azurerm,,Apache-2.0,
Libraries,ipykernel,6.15.0,BSD-3-Clause,
Libraries,ipython,8.15.0,BSD-3-Clause,
Libraries,ipywidgets,8.1.1,BSD-3-Clause,
Libraries,iq3cloud-dev iq3-agw-internal-https azurerm,,GPL-3.0,
Libraries,iq3cloud-dev iq3-aks azurerm,0.0.10,GPL-3.0,
Libraries,iq3cloud-dev iq3-linuxVm azurerm,,GPL-3.0,
Libraries,iq3cloud-dev iq3-vnet azurerm,,GPL-3.0,
Libraries,iq3cloud-dev iq3-windows-vm azurerm,,GPL-3.0,
Libraries,IQKeyboardManagerSwift,6.5.6,MIT,
Libraries,iqz-systems cloudsql-instance google,,MIT,
Libraries,irc,20.5.0,MIT,
Libraries,irfan-git2 mymod1 aws,,,
Libraries,IronRuby,1.1.3,,
Libraries,Irony,1.2.0,MIT,
Libraries,is,3.3.0,MIT,
Libraries,isarray,2.0.5,MIT,
Libraries,isbinaryfile,5.0.2,MIT,
Libraries,is-buffer,2.0.5,MIT,
Libraries,is-ci,3.0.1,MIT,
Libraries,is-glob,4.0.3,MIT,
Libraries,isobject,4.0.0,MIT,
Libraries,isodate,0.6.1,BSD-3-Clause,
Libraries,isomorphic-fetch,3.0.0,MIT,
Libraries,isort,5.11.3,MIT,
Libraries,isparta,4.1.1,WTFPL,
Libraries,isparta-loader,2.0.0,WTFPL,
Libraries,ispec-inc ecs-deploy-pipeline aws,,Apache-2.0,
Libraries,ispec-inc minimum-ecs-pipeline aws,,,
Libraries,ispec-inc rds-backup aws,,MIT,
Libraries,ispec-inc route53-in-k8s aws,,MIT,
Libraries,ispec-inc vpc-public aws,,,
Libraries,is-plain-obj,4.1.0,MIT,
Libraries,is-plain-object,5.0.0,MIT,
Libraries,is-promise,4.0.0,MIT,
Libraries,is-stream,3.0.0,MIT,
Libraries,istanbul,0.4.5,BSD-3-Clause,
Libraries,istanbul-coveralls,1.0.3,MIT,
Libraries,istanbul-harmony,0.3.16,BSD-3-Clause,
Libraries,istanbul-instrumenter-loader,3.0.1,MIT,
Libraries,is-url,1.2.4,MIT,
Libraries,is-utf8,0.2.1,MIT,
Libraries,is-wsl,2.2.0,MIT,
Libraries,itext7,8.0.0,,
Libraries,iTextSharp,5.5.13,,
Libraries,itextsharp.xmlworker,5.5.13,,
Libraries,itprosource centralized-logging aws,1.0.0,,
Libraries,itprosource cisco-ngfw-vpc aws,1.0.1,,
Libraries,itprosource sftp-custom-idp aws,1.0.0,,
Libraries,its,0.2.0,MIT,
Libraries,itsdangerous,2.1.2,BSD-3-Clause,
Libraries,itwebdeveloper serverless-bref aws,0.2.0,MIT,
Libraries,jacops aks-cluster azurerm,,,
Libraries,jacops tf-state azurerm,,,
Libraries,jade,1.11.0,MIT,
Libraries,JahnaviM77 eks1 aws,,,
Libraries,jainishshah17 artifactory aws,,,
Libraries,jake,10.9.1,Apache-2.0,
Libraries,JamesBelchamber dns-config aws,,,
Libraries,JamesBelchamber s3-301-redirect aws,,,
Libraries,JamesDLD Az-AppService azurerm,,,
Libraries,JamesDLD Az-LoadBalancer azurerm,,,
Libraries,JamesDLD Az-PrivateLinkForNonAzureResources azurerm,,,
Libraries,JamesDLD Az-VirtualNetwork azurerm,,,
Libraries,JamesDLD Az-Vm azurerm,,,
Libraries,JamesWoolfenden activemq aws,0.1.4,Apache-2.0,
Libraries,JamesWoolfenden ad aws,0.1.0,Apache-2.0,
Libraries,JamesWoolfenden appserviceplan azurerm,0.0.1,,
Libraries,JamesWoolfenden artifactory-ecs aws,0.1.1,Apache-2.0,
Libraries,JamesWoolfenden artifactory-oss aws,0.1.0,Apache-2.0,
Libraries,JamesWoolfenden athena aws,0.1.2,Apache-2.0,
Libraries,JamesWoolfenden auto-bastion aws,0.2.1,Apache-2.0,
Libraries,JamesWoolfenden cassandra aws,0.3.31,Apache-2.0,
Libraries,JamesWoolfenden certificate-authority aws,0.2.12,Apache-2.0,
Libraries,JamesWoolfenden cloudfront-compound aws,0.0.2,Apache-2.0,
Libraries,JamesWoolfenden cloudwatch-s3 aws,0.3.1,Apache-2.0,
Libraries,JamesWoolfenden cloudwatchtos3 aws,0.3.1,,
Libraries,JamesWoolfenden codebuild-container aws,0.2.3,GPL-3.0,
Libraries,JamesWoolfenden codecommit aws,0.3.42,Apache-2.0,
Libraries,JamesWoolfenden codepipeline aws,0.4.1,Apache-2.0,
Libraries,JamesWoolfenden confluent aws,,Apache-2.0,
Libraries,JamesWoolfenden crossaccountbucket aws,0.2.10,Apache-2.0,
Libraries,JamesWoolfenden cross-account-role aws,0.2.5,Apache-2.0,
Libraries,JamesWoolfenden disk azurerm,0.0.2,Apache-2.0,
Libraries,JamesWoolfenden dlmautosnapshot aws,0.2.8,Apache-2.0,
Libraries,JamesWoolfenden ebssnap aws,0.1.8,MIT,
Libraries,JamesWoolfenden elastic aws,0.0.1,Apache-2.0,
Libraries,JamesWoolfenden glacier aws,,Apache-2.0,
Libraries,JamesWoolfenden glue-crawler aws,0.0.48,Apache-2.0,
Libraries,JamesWoolfenden imagebuilder aws,,Apache-2.0,
Libraries,JamesWoolfenden lambda-janitor aws,0.0.12,Apache-2.0,
Libraries,JamesWoolfenden lambdalayer aws,0.1.4,Apache-2.0,
Libraries,JamesWoolfenden lambda-redux aws,0.3.2,Apache-2.0,
Libraries,JamesWoolfenden lex-lambda aws,0.3.48,Apache-2.0,
Libraries,JamesWoolfenden linuxscaleset azurerm,0.0.3,Apache-2.0,
Libraries,JamesWoolfenden mssqlserver azurerm,,Apache-2.0,
Libraries,JamesWoolfenden neptune aws,0.0.1,Apache-2.0,
Libraries,JamesWoolfenden security-alerts aws,0.0.21,Apache-2.0,
Libraries,JamesWoolfenden security-buckets aws,0.1.19,Apache-2.0,
Libraries,JamesWoolfenden servicecatalog aws,0.0.1,Apache-2.0,
Libraries,JamesWoolfenden ssh-ssm aws,0.2.9,Apache-2.0,
Libraries,JamesWoolfenden sslcert aws,0.2.16,Apache-2.0,
Libraries,JamesWoolfenden ssm-bastion aws,0.1.22,Apache-2.0,
Libraries,JamesWoolfenden ssmpatching aws,0.1.9,Apache-2.0,
Libraries,JamesWoolfenden statebucket aws,0.2.30,Apache-2.0,
Libraries,JamesWoolfenden static azurerm,0.0.3,MIT,
Libraries,JamesWoolfenden storageaccount azurerm,0.0.1,Apache-2.0,
Libraries,JamesWoolfenden teamcity aws,0.4.14,Apache-2.0,
Libraries,JamesWoolfenden vpc-lite aws,0.0.1,Apache-2.0,
Libraries,JamesWoolfenden vpcpeer azurerm,0.0.1,Apache-2.0,
Libraries,JamesWoolfenden waf2 aws,0.1.3,Apache-2.0,
Libraries,JamesWoolfenden waf-global aws,0.0.10,Apache-2.0,
Libraries,JamesWoolfenden windowsvm azurerm,,Apache-2.0,
Libraries,janpreet cluster-kubeconfig google,,MIT,
Libraries,janschumann images aws,0.2.0,,
Libraries,janschumann terraform-state aws,0.2.1,,
Libraries,jaraco.classes,3.2.2,MIT,
Libraries,jaredready ses-auto-reply aws,,Apache-2.0,
Libraries,Jasmine,5.2.0,MIT,
Libraries,jasmine-core,5.1.2,MIT,
Libraries,jasmine-expect,5.0.0,MIT,
Libraries,jasmine-node,3.0.0,MIT,
Libraries,jasmine-reporters,2.5.1,MIT,
Libraries,jasmine-spec-reporter,7.0.0,Apache-2.0,
Libraries,jason-morsley keys aws,0.1,,
Libraries,jason-morsley kubernetes-cluster aws,0.2,MIT,
Libraries,jasonwalsh boundary aws,1.3.0,MIT,
Libraries,java3d:vecmath,1.3.1,Other,
Libraries,javassist:javassist,2.5.1,"MPL-1.1,Apache-2.0",
Libraries,javax.activation:activation,1.1.1,CDDL-1.0,
Libraries,javax.activation:javax.activation-api,2.1.2,BSD-3-Clause,
Libraries,javax.annotation:javax.annotation-api,1.3.2,GPL-2.0-with-classpath-exception,
Libraries,javax.annotation:jsr250-api,1,CDDL-1.0,
Libraries,javax.cache:cache-api,1.1.1,Apache-2.0,
Libraries,javax.ejb:ejb-api,3.0-alpha-1,GPL-2.0-with-classpath-exception,
Libraries,javax.el:javax.el-api,3.0.0,GPL-2.0-with-classpath-exception,
Libraries,javax.inject:javax.inject,1.0.0.v20091030,Apache-2.0,
Libraries,javax.interceptor:javax.interceptor-api,1.2.2,GPL-2.0-with-classpath-exception,
Libraries,javax.jms:javax.jms-api,2.0.1,GPL-2.0-with-classpath-exception,
Libraries,javax.jms:jms-api,1.1-rev-1,GPL-2.0-with-classpath-exception,
Libraries,javax.json.bind:javax.json.bind-api,1,"CDDL-1.1,CNRI-Python-GPL-Compatible",
Libraries,javax.json:javax.json-api,1.1.4,Artistic-1.0,
Libraries,javax.mail:javax.mail-api,1.6.2,Other,
Libraries,javax.mail:mail,2.1.2,Other,
Libraries,javax.media:jai_core,1.1.3,AAL,
Libraries,javax.persistence:javax.persistence-api,2.2,"EPL-1.0,AAL",
Libraries,javax.persistence:persistence-api,1.0.2,GPL-2.0-with-classpath-exception,
Libraries,javax.servlet.jsp:javax.servlet.jsp-api,2.3.3,GPL-2.0-with-classpath-exception,
Libraries,javax.servlet.jsp:jsp-api,2.1.2,GPL-2.0-with-classpath-exception,
Libraries,javax.servlet:javax.servlet-api,4.0.1,GPL-2.0-with-classpath-exception,
Libraries,javax.servlet:jstl,1.1.2,GPL-2.0-with-classpath-exception,
Libraries,javax.servlet:servlet-api,2.3,"CDDL-1.0,GPL-2.0-with-classpath-exception",
Libraries,javax.validation:validation-api,3.1.0,Apache-2.0,
Libraries,javax.websocket:javax.websocket-api,1.1,"Artistic-1.0,GPL-2.0",
Libraries,javax.ws.rs:javax.ws.rs-api,2.1.1,"CDDL-1.1,CNRI-Python-GPL-Compatible",
Libraries,javax.xml.bind:jaxb-api,2.3.1,"CDDL-1.1,CNRI-Python-GPL-Compatible",
Libraries,javax.xml.ws:jaxws-api,2.3.1,"Artistic-1.0,GPL-2.0",
Libraries,javax.xml:jaxb-impl,1.0.5,,
Libraries,javax:javaee-api,8.0.1,GPL-2.0-with-classpath-exception,
Libraries,javilac s3 aws,0.0.1,,
Libraries,jawadyousoufi asg-jawad aws,2.0.0,Apache-2.0,
Libraries,jawadyousoufi eds-jawad aws,2.0.0,Apache-2.0,
Libraries,jawadyousoufi vpc-jawad aws,2.0.0,Apache-2.0,
Libraries,jaxen:jaxen,2.0.0,DSDP,
Libraries,jaya-narayana jayas3bucket aws,1,,
Libraries,JayavardhanTummidi jayaworld-iam-groups aws,,,
Libraries,JayavardhanTummidi jayaworld-iam-policies aws,,,
Libraries,JayavardhanTummidi jayaworld-iam-roles aws,,,
Libraries,JayavardhanTummidi jayaworld-iam-user aws,,,
Libraries,JayavardhanTummidi jayaworld-kms-key aws,,,
Libraries,JayavardhanTummidi jayaworld-network-components aws,,,
Libraries,JayavardhanTummidi jayaworld-s3-bucket aws,,,
Libraries,JayavardhanTummidi jayaworld-s3-logs-bucket aws,,,
Libraries,JayavardhanTummidi jayaworld-security-group aws,,,
Libraries,jaydesai-automate function-private-network azurerm,1.0.0,MIT,
Libraries,jbencook easy-sagemaker aws,,,
Libraries,jbgraindorge fargate-wordpress aws,1.0.1,GPL-3.0,
Libraries,jbonilla03 resourcegroup azurerm,,Unlicense,
Libraries,jd4625988 vulnerablemodule aws,,,
Libraries,jdcal,1.4.1,BSD-2-Clause,
Libraries,jdom:jdom,1.1,Saxpath,
Libraries,jdpleiness imputation-server aws,1.4.0,,
Libraries,jeandek ec2-instance-profile aws,,MIT,
Libraries,jedi,0.18.1,MIT,
Libraries,JeissonO dynamoExport aws,0.0.2,GPL-3.0,
Libraries,JeissonO logsGroupExport aws,0.0.2,GPL-3.0,
Libraries,Jekyll,4.3.3,MIT,
Libraries,jekyll-sitemap,1.4.0,MIT,
Libraries,jenkins-x eks-jx aws,1.21.8,Apache-2.0,
Libraries,jeremygovi lambda-apigw-module aws,,GPL-3.0,
Libraries,jeromegamez enforce-mfa aws,2.0.0,MIT,
Libraries,jessiehernandez database-credentials-rotator aws,,MIT,
Libraries,Jest,29.7.0,MIT,
Libraries,jest-cli,29.7.0,MIT,
Libraries,jest-config,29.7.0,MIT,
Libraries,jest-dom,6.4.8,MIT,
Libraries,jest-environment-enzyme,7.1.2,MIT,
Libraries,jest-environment-jsdom,29.7.0,MIT,
Libraries,jest-environment-jsdom-fourteen,1.0.1,MIT,
Libraries,jest-enzyme,7.1.2,MIT,
Libraries,jest-extended,4.0.2,MIT,
Libraries,jest-fetch-mock,3.0.3,MIT,
Libraries,jest-junit,16.0.0,Apache-2.0,
Libraries,jest-pnp-resolver,1.2.2,MIT,
Libraries,jest-resolve,29.7.0,MIT,
Libraries,jest-serializer-vue,3.1.0,MIT,
Libraries,jest-styled-components,7.2.0,MIT,
Libraries,jest-watch-typeahead,2.2.2,MIT,
Libraries,JetBrains.Annotations,2022.3.1,MIT,
Libraries,jfcantu eip aws,,,
Libraries,jfcantu iam-policies aws,,,
Libraries,jfharden sns-to-ecr-tag aws,0.1.0,MIT,
Libraries,jfree:jfreechart,1.0.13,LGPL-3.0-only,
Libraries,JFreeChart,1.5.5,LGPL-2.1,Restricted
Libraries,jhagdu ec2-with-ebs aws,1,,
Libraries,jhagdu ec2-with-efs aws,2,,
Libraries,jimp,0.22.12,MIT,
Libraries,Jinja2,3.1.2,BSD-3-Clause,
Libraries,jira,3.8.0,BSD-2-Clause,
Libraries,jison,0.4.18,MIT,
Libraries,jit-grunt,0.10.0,MIT,
Libraries,jjjulllesss nginxOrigin aws,1.0.1,,
Libraries,jjno91 ecs-linux aws,0.1.0,Unlicense,
Libraries,jjno91 ecs-windows aws,0.1.0,Unlicense,
Libraries,jjno91 smart-vpc aws,0.1.0,Unlicense,
Libraries,jjno91 vpc-peering-accepter aws,0.1.0,Unlicense,
Libraries,jjno91 vpc-peering-requester aws,0.1.0,Unlicense,
Libraries,jknthn lambda-setup aws,1.2.6,MIT,
Libraries,jline:jline,2.14.6,DSDP,
Libraries,jmarhee omniosce-lab aws,1.0.0,,
Libraries,jmespath,1.0.1,MIT,
Libraries,jmhale wireguard aws,1.0.0,GPL-3.0,
Libraries,joatmon08 application-gateway-nia azurerm,,MPL-2.0,
Libraries,joatmon08 hcp aws,,MPL-2.0,
Libraries,joatmon08 listenerrule-nia aws,,MPL-2.0,
Libraries,joatmon08 vaulthelm google,,,
Libraries,joblib,1.3.2,BSD-3-Clause,
Libraries,joda-time:joda-time,2.12.6,Apache-2.0,
Libraries,JoeAtRest apim-api azurerm,1.0.2,Apache-2.0,
Libraries,JoeAtRest functionapp-group azurerm,1.0.0,Apache-2.0,
Libraries,joi,17.13.1,BSD-3-Clause,
Libraries,jonohill deadtous aws,,,
Libraries,jose,1.1,MIT,
Libraries,jose2go,1.5.0,MIT,
Libraries,josephphyo elasticbeanstalk-cicd aws,0.0.10,,
Libraries,josethf93 epsilonec2 aws,,,
Libraries,joshdurbin canary-security-sensor-capture-rest-api aws,0.0.1,,
Libraries,Josh-Tracy bind-dns-server azurerm,1.0.0,,
Libraries,joshuamkite ssh-bastion-service aws,8.1.0,MIT,
Libraries,joshuamkite static-website-s3-cloudfront-acm aws,2.2.0,MIT,
Libraries,JousP cloudwatch-event aws,,MIT,
Libraries,JousP iam-assumeRole aws,,MIT,
Libraries,jpamies certificate aws,1.2.0,Apache-2.0,
Libraries,jparnaudeau cloudwatch-subscription-elasticsearch aws,,,
Libraries,jQuery,3.7.1,MIT,
Libraries,jQuery,3.7.1,MIT,Approved
Libraries,jQuery UI,1.13.3,,Approved
Libraries,jquery.datatables,1.10.15,,
Libraries,jQuery.Migrate,3.3.0,,
Libraries,jquery.TypeScript.DefinitelyTyped,3.1.2,,
Libraries,jQuery.UI.Combined,1.13.1,,
Libraries,jQuery.Validation,1.21.0,MIT,
Libraries,jquery-globalize,1.7.0,MIT,
Libraries,jquery-ui,1.13.3,MIT,
Libraries,jrcasso applications aws,,,
Libraries,jrcasso k8s-app aws,,,
Libraries,jrcasso operations aws,,,
Libraries,jsathler virtualmachine azurerm,,MIT,
Libraries,js-base64,3.7.6,BSD-3-Clause,
Libraries,js-beautify,1.15.1,MIT,
Libraries,jscodeshift,0.15.2,MIT,
Libraries,js-cookie,3.0.5,MIT,
Libraries,jscoverage,0.6.0,MIT,
Libraries,jscs,3.0.7,MIT,
Libraries,jsdoc,4.0.3,Apache-2.0,
Libraries,jsdoc-to-markdown,8.0.1,MIT,
Libraries,jsdom,24.1.1,MIT,
Libraries,jsdom-global,3.0.2,MIT,
Libraries,jsesc,3.0.2,MIT,
Libraries,jshint,2.13.6,MIT,
Libraries,jshint-stylish,2.2.1,MIT,
Libraries,jsii,1.65.0,Apache-2.0,
Libraries,JSLint,0.12.1,BSD-3-Clause,
Libraries,jsmin,1.0.1,,
Libraries,json,11.0.0,Other,
Libraries,json,2.7.2,Ruby,
Libraries,json_pure,2.7.2,Ruby,
Libraries,json2csv,5.0.7,MIT,
Libraries,json3,3.3.3,MIT,
Libraries,json5,2.2.2,MIT,
Libraries,jsonfile,6.1.0,MIT,
Libraries,json-iterator/go,1.1.12,MIT,
Libraries,json-loader,0.5.7,MIT,
Libraries,JSONModel,1.8.0,MIT,
Libraries,jsonp,0.2.1,MIT,
Libraries,jsonpatch,1.24,BSD-3-Clause,
Libraries,json-patch,5.9.0,BSD-3-Clause,
Libraries,jsonpath,1.1.1,MIT,
Libraries,jsonpickle,2.2.0,BSD-3-Clause,
Libraries,jsonpointer,0.19.5,Apache-2.0,
Libraries,jsonpointer,2,Zed,
Libraries,jsonreference,0.20.0,Apache-2.0,
Libraries,jsonschema,1.4.1,MIT,
Libraries,jsonschema,4.23.0,MIT,
Libraries,json-schema,4.1.1,MIT,
Libraries,json-server,0.17.4,MIT,
Libraries,json-stable-stringify,1.1.1,MIT,
Libraries,JSONStream,1.3.5,"MIT,Apache-2.0",
Libraries,json-stringify-safe,5.0.1,ISC,
Libraries,JsonSubTypes,2.0.1,MIT,
Libraries,jsonwebtoken,8.5.1,MIT,
Libraries,JSPM,3.3.1,Apache-2.0,
Libraries,JSQMessagesViewController,7.3.5,,
Libraries,jss,10.10.1,MIT,
Libraries,jssha,3.3.1,BSD-3-Clause,
Libraries,js-string-escape,1.0.1,MIT,
Libraries,js-yaml,4.1.0,MIT,
Libraries,jszip,3.10.1,"MIT,GPL-3.0",
Libraries,JuanLSanchez simple-cloudfront-s3-web aws,,GPL-3.0,
Libraries,JuanLSanchez simple-ecs-service aws,,GPL-3.0,
Libraries,jugalvaja3 jugal aws,1,,
Libraries,juiceinc juiceinc-waf aws,0.3.0,GPL-3.0,
Libraries,julien-langlois dlm-lifecycle-policies aws,,,
Libraries,jungopro keyvault-advanced azurerm,,MIT,
Libraries,jungopro mq aws,,MIT,
Libraries,jungopro servicebus azurerm,,MIT,
Libraries,Jung-soopil network-module aws,,,
Libraries,junit:junit,4.13.2,EPL-1.0,
Libraries,junit:junit-dep,4.8.2,CPL-1.0,
Libraries,jupyter,1.0.0,BSD-3-Clause,
Libraries,jupyter_client,7.3.5,BSD-3-Clause,
Libraries,jupyter_core,4.11.1,BSD-3-Clause,
Libraries,jupyterlab,4.2.4,BSD-3-Clause,
Libraries,jupytext,1.16.4,MIT,
Libraries,Jurassic,3.2.6,MIT,
Libraries,justincampbell staticsite aws,,,
Libraries,Justin-DynamicD aks_baseline azurerm,2.0.0,MPL-2.0,
Libraries,Justin-DynamicD virtual_network azurerm,3.0.0,MPL-2.0,
Libraries,JustinGrote azure-function-powershell azurerm,0.2.2,MIT,
Libraries,Justinon foundryvtt aws,0.0.2,Apache-2.0,
Libraries,JVFloatLabeledTextField,1.2.5,MIT,
Libraries,jwalterweatherman,1.1.0,MIT,
Libraries,jws,,BSD-3-Clause,
Libraries,JWT,20240529.1,CC0-1.0,
Libraries,jwt-decode,4.0.0,MIT,
Libraries,jwt-go,3.2.0,MIT,
Libraries,jwt-simple,0.5.6,MIT,
Libraries,jwx,2.1.1,MIT,
Libraries,jye-aviatrix aws-linux-vm-private aws,2.0.1,MIT,
Libraries,jye-aviatrix aws-linux-vm-public aws,2.0.4,MIT,
Libraries,jye-aviatrix vgw-strongwan-site-to-site-vpn aws,1.0.1,MIT,
Libraries,jython:jython,2.2-beta1,,
Libraries,kabisa backup aws,1.1.1,MIT,
Libraries,kabisa logdna aws,3.0.2,,
Libraries,kadzielawa scheduler aws,,,
Libraries,kafka-node,5.0.0,MIT,
Libraries,kafka-python,2.0.2,Apache-2.0,
Libraries,KamenYovchev application-insights azurerm,,,
Libraries,KamenYovchev app-service-slot azurerm,,,
Libraries,kamilakebere1078 vpc-new aws,1.0.0,,
Libraries,KamilBlaz share aws,,,
Libraries,kaonmir nemo-eks-cluster aws,0.1.0,,
Libraries,kaonmir nemo-eks-cluster-autoscale aws,0.1.0,,
Libraries,kaonmir simple-architecture aws,0.2.1,,
Libraries,Karma,6.4.4,MIT,Approved
Libraries,karma-babel-preprocessor,8.0.2,ISC,
Libraries,karma-browserify,8.1.0,MIT,
Libraries,karma-browserstack-launcher,1.6.0,MIT,
Libraries,karma-chai,0.1.0,MIT,
Libraries,karma-chai-sinon,0.2.0,MIT,
Libraries,karma-chrome-launcher,3.2.0,MIT,
Libraries,karma-cli,2.0.0,MIT,
Libraries,karma-coffee-preprocessor,1.0.1,MIT,
