Category,Tool,Latest Version,License,Stage
Libraries,resinstack linuxkit-setup aws,,MIT,
Libraries,resinstack resinstack aws,,MIT,
Libraries,resize-observer-polyfill,1.5.1,MIT,
Libraries,resolve,1.22.6,MIT,
Libraries,resolve-from,5.0.0,MIT,
Libraries,resolve-url-loader,5.0.0,MIT,
Libraries,Respond,1.4.2,MIT,
Libraries,responses,0.25.3,Apache-2.0,
Libraries,restify,11.2.0,MIT,
Libraries,RestKit,0.27.3,Apache-2.0,
Libraries,RestSharp,111.4.1,Apache-2.0,
Libraries,retry,0.13.1,MIT,
Libraries,retrying,1.3.3,Apache-2.0,
Libraries,revenants-cie revdb-bastion aws,,Apache-2.0,
Libraries,revenants-cie revdb-dns aws,,Apache-2.0,
Libraries,rewire,7.0.0,MIT,
Libraries,rework,1.0.1,MIT,
Libraries,rhino:js,1.7R3,,
Libraries,RhinoMocks,3.6.1,BSD-3-Clause,
Libraries,rhythmictech 1password-scim-bridge aws,0.1.0,MIT,
Libraries,rhythmictech admin-access-sg aws,,MIT,
Libraries,rhythmictech alb-ecs-task aws,1.10.0,MIT,
Libraries,rhythmictech asg-rolling-restart-lambda aws,1.1.1,MIT,
Libraries,rhythmictech asg-rollingupdate aws,2.4.2,MIT,
Libraries,rhythmictech atlassian-bitbucket aws,0.6.0,MIT,
Libraries,rhythmictech awx aws,0.2.2,MIT,
Libraries,rhythmictech backend aws,4.3.0,MIT,
Libraries,rhythmictech cis-cloudwatch-monitors aws,1.3.0,MIT,
Libraries,rhythmictech client-vpn-federated aws,1.1.0,MIT,
Libraries,rhythmictech cloudberry-bucket aws,0.1.1,MIT,
Libraries,rhythmictech cloudcheckr aws,,MIT,
Libraries,rhythmictech cloudflare-restrictor aws,0.1.0,MIT,
Libraries,rhythmictech cloudfront-auto-invalidator aws,1.1.0,MIT,
Libraries,rhythmictech cloudtrail-bucket aws,2.0.0,MIT,
Libraries,rhythmictech cloudtrail-logging aws,1.3.0,MIT,
Libraries,rhythmictech codebuild-docker aws,,MIT,
Libraries,rhythmictech config-multiregion aws,1.2.1,MIT,
Libraries,rhythmictech ec2-single aws,,MIT,
Libraries,rhythmictech efs-filesystem aws,0.3.2,MIT,
Libraries,rhythmictech efs-to-efs-backup aws,1.2.0,MIT,
Libraries,rhythmictech eks-iam-cluster-autoscaler aws,0.1.0,MIT,
Libraries,rhythmictech eks-iam-external-dns aws,0.1.0,,
Libraries,rhythmictech elb-cognito-auth aws,0.1.1,MIT,
Libraries,rhythmictech elblogging-bucket aws,1.6.0,MIT,
Libraries,rhythmictech fortigate aws,0.0.2,MIT,
Libraries,rhythmictech fortigate-vpn aws,0.1.2,MIT,
Libraries,rhythmictech guardduty-to-sns aws,,MIT,
Libraries,rhythmictech helmrepo aws,0.5.0,MIT,
Libraries,rhythmictech hosted-zone aws,2.0.1,MIT,
Libraries,rhythmictech imagebuilder-pipeline aws,2.0.3,MIT,
Libraries,rhythmictech iqserver aws,0.1.2,MIT,
Libraries,rhythmictech nessus-appliance aws,1.0.0,MIT,
Libraries,rhythmictech netbox aws,0.1.0,MIT,
Libraries,rhythmictech nlb-ecs-task aws,0.2.2,MIT,
Libraries,rhythmictech okta-sso aws,2.2.0,MIT,
Libraries,rhythmictech rds-mysql-read-replica aws,1.0.0,MIT,
Libraries,rhythmictech rhythmic-iam-roles aws,1.2.1,MIT,
Libraries,rhythmictech rhythmic-monitoring aws,,MIT,
Libraries,rhythmictech route53-endpoint aws,0.3.1,MIT,
Libraries,rhythmictech s3logging-bucket aws,3.3.0,MIT,
Libraries,rhythmictech secretsmanager-keypair aws,0.0.4,MIT,
Libraries,rhythmictech secretsmanager-random-secret aws,1.4.0,MIT,
Libraries,rhythmictech secure-password aws,,MIT,
Libraries,rhythmictech secure-ssh-key aws,2.1.0,MIT,
Libraries,rhythmictech securityhub-to-sns aws,,MIT,
Libraries,rhythmictech vpcflowlog-bucket aws,0.2.0,MIT,
Libraries,rhythmictech vpcflowlogs aws,1.2.0,MIT,
Libraries,riboseinc authenticating-secgroup aws,1.1.6,,
Libraries,riboseinc codecommit-sqs aws,1.2,Apache-2.0,
Libraries,riboseinc ecs-gitlab aws,,,
Libraries,riboseinc iam-authenticating-group aws,1.0.4,,
Libraries,riboseinc lambda-edge-authentication aws,1.0.1,,
Libraries,riboseinc s3-cloudfront-redirect aws,2.1.0,Apache-2.0,
Libraries,riboseinc s3-cloudfront-website aws,3.0.1,Apache-2.0,
Libraries,richardalberto kubernetes-istio google,1.5.3,MIT,
Libraries,richminchukio aks-appgw-fe azurerm,,MIT,
Libraries,rimraf,5.0.6,ISC,
Libraries,ringanta acm-multiple-hosted-zone aws,2.0.1,,
Libraries,ringanta ec2-atlantis aws,,,
Libraries,rink72 action-group azurerm,2.0.0,,
Libraries,rink72 diagnostic-setting azurerm,1.0.1,,
Libraries,rink72 log-analytics-workspace azurerm,1.0.2,,
Libraries,ripemd160,,BSD-3-Clause,
Libraries,ristretto,0.1.1,Apache-2.0,
Libraries,rj175 office-365-route53-records aws,1.0.0,,
Libraries,rj175 s3-backup-bucket aws,1.0.2,,
Libraries,rkarthik007 yugabyte aws,,Apache-2.0,
Libraries,rkecmfilenet ec2module aws,,,
Libraries,rlenglet k8s-cluster aws,,Apache-2.0,
Libraries,rmdir,1.2.0,MIT,
Libraries,rms1000watt acme-registration aws,,,
Libraries,rms1000watt codepipeline-ecs aws,,,
Libraries,rms1000watt easy-sg aws,,,
Libraries,rms1000watt easy-vm aws,,,
Libraries,rms1000watt serverless-tf aws,,,
Libraries,roaring,2.3.1,Apache-2.0,
Libraries,robbytaylor deploy-user aws,,MIT,
Libraries,robbytaylor s3-unzip aws,,MIT,
Libraries,robertdebock azurerm_network_security_group azurerm,2.0.0,Apache-2.0,
Libraries,robertdebock azurerm_public_ip azurerm,2.0.0,Apache-2.0,
Libraries,robertdebock azurerm_resource_group azurerm,2.0.1,Apache-2.0,
Libraries,robertdebock azurerm_subnet azurerm,2.0.0,Apache-2.0,
Libraries,robertdebock azurerm_virtual_network azurerm,2.0.0,Apache-2.0,
Libraries,robertdebock virtual_machine azurerm,3.1.1,Apache-2.0,
Libraries,robertpeteuil certbot-cloudflare-lambda aws,2.0.1,MIT,
Libraries,robertpeteuil sns-to-cloudwatch-logs-lambda aws,3.0.1,MIT,
Libraries,rodrigodelmonte kinesis-stream aws,2.0.3,,
Libraries,rodrigopuls s3-simple-bucket-and-objects aws,,MIT,
Libraries,rohitnsaigal elasticbeanstalk-https aws,0.1.0,,
Libraries,rohit-p-verma demo8 aws,,,
Libraries,rohitraut3366 iam-role-with-k8s-service-account aws,,,
Libraries,rojopolis docker-build google,,MIT,
Libraries,rojopolis filestore google,,MIT,
Libraries,rokerlabs athena-partitions aws,1.0.4,Apache-2.0,
Libraries,rollup,4.19.2,MIT,
Libraries,rollup-plugin-alias,2.2.0,MIT,
Libraries,rollup-plugin-babel,4.4.0,MIT,
Libraries,rollup-plugin-buble,0.19.8,MIT,
Libraries,rollup-plugin-cleanup,3.2.1,MIT,
Libraries,rollup-plugin-commonjs,10.1.0,MIT,
Libraries,rollup-plugin-filesize,9.1.2,MIT,
Libraries,rollup-plugin-istanbul,5.0.0,MIT,
Libraries,rollup-plugin-json,4.0.0,MIT,
Libraries,rollup-plugin-node-builtins,2.1.2,ISC,
Libraries,rollup-plugin-node-globals,1.4.0,MIT,
Libraries,rollup-plugin-node-resolve,5.2.0,MIT,
Libraries,rollup-plugin-peer-deps-external,2.2.4,MIT,
Libraries,rollup-plugin-postcss,4.0.2,MIT,
Libraries,rollup-plugin-replace,2.2.0,MIT,
Libraries,rollup-plugin-size-snapshot,0.12.0,MIT,
Libraries,rollup-plugin-sourcemaps,0.6.3,MIT,
Libraries,rollup-plugin-terser,7.0.2,MIT,
Libraries,rollup-plugin-typescript2,0.36.0,MIT,
Libraries,rollup-plugin-uglify,6.0.4,MIT,
Libraries,rollup-plugin-url,3.0.1,MIT,
Libraries,rollup-watch,4.3.1,MIT,
Libraries,RomTin kintaibot aws,0.1.1,,
Libraries,RonasIT gke-factory google,3.2.5,,
Libraries,Rookout rookout-deployment aws,0.3.0,MIT,
Libraries,rootpath,0.1.1,MIT,
Libraries,rope,1.13.0,LGPL-3.0,
Libraries,rosskuyper apigw-lambda-proxy aws,1.0.0,MIT,
Libraries,rosskuyper codebuild-ci-cd aws,1.2.8,MIT,
Libraries,rosskuyper s3-cloudfront aws,1.4.0,MIT,
Libraries,rouge,4.3.0,"MIT,BSD-2-Clause",
Libraries,router,0.6.5,BSD-3-Clause,
Libraries,royge networking aws,1.0.0,,
Libraries,roylines lambda-parcelled aws,,,
Libraries,rpstreef codepipeline-sam aws,1,Apache-2.0,
Libraries,rq,1.16.2,BSD-3-Clause,
Libraries,rribeiro1 budget-alarms aws,,,
Libraries,rsa,4.7.2,Apache-2.0,
Libraries,RSpec,3.10.0,MIT,
Libraries,rspec-core,3.12.1,MIT,
Libraries,rspec-puppet-facts,2.0.5,Apache-2.0,
Libraries,rspec-retry,0.6.2,MIT,
Libraries,rsvp,4.8.5,MIT,
Libraries,r-teller appliance-paloalto google,,Apache-2.0,
Libraries,r-teller appliance-sftp google,,Apache-2.0,
Libraries,rtlnl docker-registry aws,0.0.2,,
Libraries,rtlnl flux aws,0.0.4,,
Libraries,RuboCop,1.65.0,MIT,
Libraries,rubocop-performance,1.21.1,MIT,
Libraries,rubocop-rspec,3.0.3,MIT,
Libraries,rubrikinc rubrik-cloud-cluster aws,3,MIT,
Libraries,rubrikinc rubrik-cloudon aws,1,MIT,
Libraries,rubrikinc rubrik-s3-cloudout aws,1.2,MIT,
Libraries,Rubynahal ssm-private-connectivity aws,1.0.0,Apache-2.0,
Libraries,ruebroad chatops aws,,Apache-2.0,
Libraries,run,1.1.0,Apache-2.0,
Libraries,runc,1.1.13,Apache-2.0,
Libraries,rundeck-io ec2-rundeck aws,,,
Libraries,run-parallel,1.2.0,MIT,
Libraries,run-sequence,2.2.1,MIT,
Libraries,runtime.debian.8-x64.runtime.native.System.Security.Cryptography.OpenSsl,4.3.3,,
Libraries,runtime.fedora.23-x64.runtime.native.System.Security.Cryptography.OpenSsl,4.3.3,,
Libraries,runtime.fedora.24-x64.runtime.native.System.Security.Cryptography.OpenSsl,4.3.3,,
Libraries,runtime.native.System,4.3.1,,
Libraries,runtime.native.System.IO.Compression,4.3.2,,
Libraries,runtime.native.System.Net.Http,4.3.1,,
Libraries,runtime.native.System.Security.Cryptography.Apple,4.3.1,,
Libraries,runtime.native.System.Security.Cryptography.OpenSsl,4.3.3,,
Libraries,runtime.opensuse.13.2-x64.runtime.native.System.Security.Cryptography.OpenSsl,4.3.3,,
Libraries,runtime.opensuse.42.1-x64.runtime.native.System.Security.Cryptography.OpenSsl,4.3.3,,
Libraries,runtime.osx.10.10-x64.runtime.native.System.Security.Cryptography.Apple,4.3.1,,
Libraries,runtime.osx.10.10-x64.runtime.native.System.Security.Cryptography.OpenSsl,4.3.3,,
Libraries,runtime.rhel.7-x64.runtime.native.System.Security.Cryptography.OpenSsl,4.3.3,,
Libraries,runtime.ubuntu.14.04-x64.runtime.native.System.Security.Cryptography.OpenSsl,4.3.3,,
Libraries,runtime.ubuntu.16.04-x64.runtime.native.System.Security.Cryptography.OpenSsl,4.3.3,,
Libraries,runtime.ubuntu.16.10-x64.runtime.native.System.Security.Cryptography.OpenSsl,4.3.3,,
Libraries,rus777777 vpc-t1 aws,1.0.10,GPL-3.0,
Libraries,rx,4.1.0,Apache-2.0,
Libraries,RxJS,7.8.1,Apache-2.0,
Libraries,rxjs-compat,6.6.7,Apache-2.0,
Libraries,ryandeivert gsuite-reports-channeler aws,,Apache-2.0,
Libraries,ryzhom linuxvmpool azurerm,,MIT,
Libraries,ryzhom subscriptionsetup azurerm,,,
Libraries,ryzhom windowsvmpool azurerm,,MIT,
Libraries,s3,4.4.0,MIT,
Libraries,s3fs,2022.7.1,BSD-3-Clause,
Libraries,s3transfer,0.6.0,Apache-2.0,
Libraries,saba-ch cheapest-nat-instance aws,0.0.5,Apache-2.0,
Libraries,safe_yaml,1.0.5,MIT,
Libraries,safe-buffer,5.2.1,MIT,
Libraries,safe-publish-latest,2.0.0,MIT,
Libraries,SagarGhagare api_gateway_cfd_domain aws,,,
Libraries,SagarGhagare api-gateway-cloudfront-domain aws,,,
Libraries,SagarGhagare sns-slack-alerts-lambda aws,,,
Libraries,sahamainak89 emessModule aws,,,
Libraries,SaiGurunadh25 mys3bucket1 aws,,,
Libraries,sailthru asg-base aws,0.0.1,Apache-2.0,
Libraries,sailthru ec2-instance-base aws,0.0.3,Apache-2.0,
Libraries,sailthru eks-auth aws,,Apache-2.0,
Libraries,saintfish/chardet,,MIT,
Libraries,saketh-linux dynamic aws,,,
Libraries,salte-io serverless aws,1.1.0,MIT,
Libraries,sam-jones1 eventbridge-alerts-module aws,1.0.0,,
Libraries,samsonov90 event-driven-lambda aws,1.0.1,,
Libraries,SamuelBagattin github-oidc-provider aws,0.3.3,GPL-3.0,
Libraries,samuraifox1 azureacrdemo azurerm,,GPL-3.0,
Libraries,sandboxed-module,2.0.4,MIT,
Libraries,sane,0.25.8,,
Libraries,sanitize-html,2.12.1,MIT,
Libraries,santhoshnimmala bitbucket-cicd-integration aws,1.0.2,MIT,
Libraries,santiagon610 static-website-cloudfront-acm aws,0.1.2,CC0-1.0,
Libraries,sarama,1.43.2,MIT,
Libraries,sarita26687 sarita1april aws,,,
Libraries,sass,1.77.8,MIT,
Libraries,sass,3.7.4,MIT,
Libraries,sass-loader,16.0.0,MIT,
Libraries,sawyerbrink sawyer aws,,MPL-2.0,
Libraries,sax,1.3.0,ISC,
Libraries,sbogacz multiregion-static-site aws,,MIT,
Libraries,sbogacz website-automation-user aws,,MIT,
Libraries,scaffoldly api-gateway-domain aws,1.0.14,GPL-3.0,
Libraries,scaffoldly cdn-iam aws,1.0.7,GPL-3.0,
Libraries,scaffoldly cdn-stage aws,1.0.29,GPL-3.0,
Libraries,scaffoldly certificate-stage aws,1.0.7,GPL-3.0,
Libraries,scaffoldly logging aws,1.0.5,GPL-3.0,
Libraries,scaffoldly public-website-distribution aws,0.15.1,GPL-3.0,
Libraries,scaffoldly public-website-stage-secrets aws,0.15.1,GPL-3.0,
Libraries,scaffoldly s3-private-versioned aws,1.0.9,GPL-3.0,
Libraries,scaffoldly serverless-api-iam aws,1.0.14,GPL-3.0,
Libraries,scaffoldly serverless-api-stage aws,1.0.40,GPL-3.0,
Libraries,scaffoldly serverless-api-stage-iam aws,1.0.15,GPL-3.0,
Libraries,scaffoldly stage-dns aws,0.15.4,GPL-3.0,
Libraries,scaffoldly stage-email aws,1.0.4,GPL-3.0,
Libraries,scalereal kinesis-cross-account-sync aws,0.0.1,Apache-2.0,
Libraries,SCB-TechX-Saber-Labs ecs-private-ethereum-blockchain aws,,MIT,
Libraries,schedule,1.1.0,MIT,
Libraries,scheduler,mesos-1.3.x,Apache-2.0,
Libraries,schema-utils,4.2.0,MIT,
Libraries,schm-dt s3-cloudfront-static-site aws,,Unlicense,
Libraries,schnerring aadds azurerm,,MIT,
Libraries,schollii multi-stack-backends aws,1.03,Apache-2.0,
Libraries,scholzj minikube aws,1.21.2,Apache-2.0,
Libraries,scholzj tagging-lambda aws,1.0.0,Apache-2.0,
Libraries,scikit-learn,1.5.1,BSD-3-Clause,
Libraries,sciomedes ec2-arch-linux-instance aws,,MIT,
Libraries,SciPy,1.14.0,BSD-3-Clause,
Libraries,SciPy,1.14.0,BSD-3-Clause,Trial
Libraries,ScottG489 helpers aws,,MIT,
Libraries,ScottGuymer valheim azurerm,0.1.0,,
Libraries,scottwinkler iip aws,,,
Libraries,scottwinkler petstore aws,,,
Libraries,scottwinkler s3backend aws,,,
Libraries,scottwinkler sg aws,,,
Libraries,Scriban,5.10.0,BSD-2-Clause,
Libraries,scribd datadog aws,3.2.2,MIT,
Libraries,script-loader,0.7.2,MIT,
Libraries,scripts,1.4.0,Apache-2.0,
Libraries,Scrutor,4.2.2,MIT,
Libraries,scss_lint,0.58.0,MIT,
Libraries,sculley budgets-alerts aws,1.0.3,,
Libraries,sdkpage shem aws,0.1.5,,
Libraries,sdmichelini jvm-cron-lambda aws,,,
Libraries,sdmichelini safe-bucket aws,,,
Libraries,SDWebImage-Category,1.4,MIT,
Libraries,seaborn,0.11.2,BSD-1-Clause,
Libraries,seadiaz k8s-vm azurerm,,,
Libraries,SebastianUA glue aws,2.14.3,,
Libraries,secoda secoda aws,7.10.2,,
Libraries,security,0.1.5,MIT,
Libraries,seedrandom,3.0.5,MIT,
Libraries,segment,0.9.0,Apache-2.0,
Libraries,sekolya asg-sg-elb aws,1.0.0,,
Libraries,sekolya vpc-seil aws,1.0.0,,
Libraries,Select2,4.0.13,MIT,Restricted
Libraries,Select2.js,4.0.13,,
Libraries,selenium,4.4.3,Apache-2.0,
Libraries,Selenium.Chrome.WebDriver,85.0.0,Unlicense,
Libraries,Selenium.Firefox.WebDriver,0.27.0,Unlicense,
Libraries,Selenium.Support,4.12.3,Apache-2.0,
Libraries,Selenium.WebDriver,4.12.3,Apache-2.0,
Libraries,Selenium.WebDriver.ChromeDriver,2.46.0,Unlicense,
Libraries,Selenium.WebDriver.GeckoDriver.Win64,0.31.0,Unlicense,
Libraries,Selenium.WebDriver.IEDriver,4.8.1,Unlicense,
Libraries,selenium-server,3.141.59,BSD-3-Clause,
Libraries,selenium-webdriver,4.20.0,Apache-2.0,
Libraries,sellalong lambda-cd aws,1.2.3,MIT,
Libraries,Selleo frontend aws,,MIT,
Libraries,semantic-release,24.0.0,MIT,
Libraries,semantic-ui-css,2.5.0,MIT,
Libraries,semantic-ui-react,3.0.0,MIT,
Libraries,semistandard,16.0.1,MIT,
Libraries,semver,2.3.0,MIT,
Libraries,semver,7.6.3,ISC,
Libraries,send,0.18.0,MIT,
Libraries,Sendgrid,6.11.0,MIT,
Libraries,Sendgrid,9.29.3,MIT,
Libraries,SendGrid.SmtpApi,1.4.6,MIT,
Libraries,sendgrid/rest,2.6.9,MIT,
Libraries,sendgrid-go,3.14.0,MIT,
Libraries,Sequelize,7.0.0,MIT,
Libraries,sequelize-cli,6.6.2,MIT,
Libraries,serialize-javascript,6.0.2,BSD-3-Clause,
Libraries,serializer,11.0.0,Apache-2.0,
Libraries,Serilog,4.0.1,Apache-2.0,
Libraries,Serilog.AspNetCore,8.0.2,Apache-2.0,
Libraries,Serilog.Enrichers.Environment,2.2.0,,
Libraries,Serilog.Enrichers.Thread,3.1.0,,
Libraries,Serilog.Exceptions,,MIT,
Libraries,Serilog.Extensions.Logging,8.0.0,Apache-2.0,
Libraries,Serilog.Extensions.Logging.File,3.0.0,Apache-2.0,
Libraries,Serilog.Formatting.Compact,3.0.0,Apache-2.0,
Libraries,Serilog.Settings.AppSettings,3.0.0,Apache-2.0,
Libraries,Serilog.Settings.Configuration,8.0.2,Apache-2.0,
Libraries,Serilog.Sinks.ApplicationInsights,4.0.0,Apache-2.0,
Libraries,Serilog.Sinks.Async,2.0.0,Apache-2.0,
Libraries,Serilog.Sinks.ColoredConsole,3.0.1,,
Libraries,Serilog.Sinks.Console,6.0.0,Apache-2.0,
Libraries,Serilog.Sinks.Elasticsearch,10.0.0,Apache-2.0,
Libraries,Serilog.Sinks.File,5.0.0,,
Libraries,Serilog.Sinks.Literate,3.0.0,Apache-2.0,
Libraries,Serilog.Sinks.MSSqlServer,6.6.1,Apache-2.0,
Libraries,Serilog.Sinks.PeriodicBatching,3.1.0,,
Libraries,Serilog.Sinks.RollingFile,3.3.0,,
Libraries,Serilog.Sinks.Seq,8.0.0,Apache-2.0,
Libraries,serve,14.2.3,MIT,
Libraries,serve-favicon,2.5.0,MIT,
Libraries,serve-index,1.9.1,MIT,
Libraries,server,2.0.1,MIT,
Libraries,server-destroy,1.0.1,ISC,
Libraries,Serverless,4.1.17,MIT,
Libraries,Serverspec,2.41.8,MIT,
Libraries,serve-static,1.15.0,MIT,
Libraries,ServiceStack.Interfaces,8.3,Other,
Libraries,ServiceStack.Signed,8.3,Other,
Libraries,ServiceStack.Text,8.3,Other,
Libraries,session,1.0.2,Apache-2.0,
Libraries,setimmediate,1.0.5,MIT,
Libraries,setproctitle,1.3.2,BSD-3-Clause,
Libraries,sets,1.30.3,Apache-2.0,
Libraries,setuptools,72.1.0,MIT,
Libraries,sftp,1.13.6,BSD-2-Clause,
Libraries,sha.js,2.4.11,"MIT,BSD-3-Clause",
Libraries,sha1,1.1.1,BSD-3-Clause,
Libraries,shadbury image-builder aws,4.0.3,,
Libraries,shadbury patch-alerting aws,,,
Libraries,shadbury patching aws,1.0.0,GPL-3.0,
Libraries,shadbury workspace-image-update aws,1.0.0,,
Libraries,shallowequal,1.1.0,MIT,
Libraries,shanki84 eks-infra aws,,,
Libraries,shap,0.46.0,MIT,
Libraries,Shapely,2.0.5,BSD-3-Clause,
Libraries,SharePointPnPCoreOnline,3.28.2012,,
Libraries,sharp,0.33.3,Apache-2.0,
Libraries,SharpCompress,0.37.2,MIT,
Libraries,SharpZipLib,1.4.2,MIT,
Libraries,shelljs,0.8.5,BSD-3-Clause,
Libraries,shell-quote,1.8.0,MIT,
Libraries,shibayan appservice-acmebot azurerm,2.1.0,Apache-2.0,
Libraries,shibayan appservice-proxy azurerm,2.0.0,MIT,
Libraries,shibayan containerapps-acmebot azurerm,2.1.0,Apache-2.0,
Libraries,shibayan keyvault-acmebot azurerm,3.0.1,Apache-2.0,
Libraries,shilpidixitt shilpis3 aws,,,
Libraries,shilu10 example_vpc aws,,,
Libraries,shiv0112 docker aws,,,
Libraries,shkpk ec2-with-eip aws,1.1.0,Apache-2.0,
Libraries,shmileee cloudflared aws,1.0.0,MIT,
Libraries,shortid,2.2.16,MIT,
Libraries,shotgun,0.9.2,MIT,
Libraries,should,1.1.20,Other,
Libraries,should,13.2.3,MIT,
Libraries,Shouldly,4.2.1,,
Libraries,should-sinon,0.0.6,MIT,
Libraries,Showdown,2.1.0,MIT,
Libraries,Showdown,2.1.0,MIT,Trial
Libraries,shrutisingh22 shrutistorages3 aws,1,,
Libraries,ShubhamTatvamasi demo-project aws,,,
Libraries,ShubhamTatvamasi iam-access-key aws,,,
Libraries,ShubhamTatvamasi magma-galaxy aws,,,
Libraries,ShubhamTatvamasi orc8r aws,,,
Libraries,ShubhamTatvamasi orc8r-helm aws,,,
Libraries,ShubhamTatvamasi spot-ec2-arm aws,,,
Libraries,shx,0.3.4,MIT,
Libraries,siddharthkirar1995 s3_bucket aws,,,
Libraries,siddontang/rdb,,MIT,
Libraries,sidick eks-cluster aws,0.2,BSD-3-Clause,
Libraries,sift,17.1.3,MIT,
Libraries,signals,0.36.0,MPL-2.0,
Libraries,silinternational ecs-asg aws,3.0.1,MIT,
Libraries,silinternational phpmyadmin aws,1.1.3,MIT,
Libraries,silinternational serverless-user aws,0.3.2,MIT,
Libraries,Simple.Data.Ado,0.19.0,MIT,
Libraries,Simple.Data.Core,0.19.0,MIT,
Libraries,simplecov,0.21.2,MIT,
Libraries,simplecov-console,0.9.1,MIT,
Libraries,simple-git,3.24.0,MIT,
Libraries,SimpleInjector,5.4.3,MIT,
Libraries,SimpleInjector.Extensions.ExecutionContextScoping,4.0.0,,
Libraries,SimpleInjector.Integration.Web,5.0.0,MIT,
Libraries,SimpleInjector.Integration.WebApi,5.0.0,MIT,
Libraries,simplejson,3.19.2,MIT,
Libraries,simple-salesforce,1.12.6,Apache-2.0,
Libraries,simranhussain trainingec2module aws,,,
Libraries,sinaowolabi s3-module aws,,,
Libraries,sinatra,3.0.5,MIT,
Libraries,sinon,17.0.2,BSD-3-Clause,
Libraries,sinon-chai,4.0.0,"BSD-2-Clause,WTFPL",
Libraries,six,1.16.0,MIT,
Libraries,SixLabors.Fonts,2.0.4,Apache-2.0,
Libraries,SixLabors.ImageSharp,3.1.5,Apache-2.0,
Libraries,size-limit,11.1.4,MIT,
Libraries,sjones-sot database-for-postgres azurerm,,,
Libraries,sjones-sot remote-state-storage azurerm,,,
Libraries,sjones-sot virtual-network azurerm,,,
Libraries,Skandeep-Bhatt tests3 aws,,,
Libraries,skarampudi eks-addons aws,,Apache-2.0,
Libraries,skatta3 Apache06Sep21 aws,,,
Libraries,skatta3 App3-modules aws,,,
Libraries,skatta3 App3-Modules-rj aws,,,
Libraries,skatta3 EC2-SG-apache aws,,,
Libraries,skatta3 ModuleTF aws,,,
Libraries,skatta3 Project3-AM aws,,,
Libraries,skatta3 project4-AOP aws,,,
Libraries,skatta3 TF-Module-03172022 aws,,,
Libraries,skatta3 TF-Modules-23Feb aws,,,
Libraries,skatta3 TFModules-ES aws,,,
Libraries,skaylink skaylink-agw-internal-https azurerm,1.1.0,GPL-3.0,
Libraries,skaylink skaylink-aks azurerm,1.2.3,GPL-3.0,
Libraries,skaylink skaylink-grafana azurerm,1.2.1,GPL-3.0,
Libraries,skaylink skaylink-linux-vm azurerm,1.0.0,GPL-3.0,
Libraries,skaylink skaylink-resourcegroup azurerm,1.1.2,GPL-3.0,
Libraries,skaylink skaylink-sshkey azurerm,1.0.3,GPL-3.0,
Libraries,skaylink skaylink-storageaccounts azurerm,1.0.1,GPL-3.0,
Libraries,skaylink skaylink-vm-extension azurerm,1.0.1,GPL-3.0,
Libraries,skaylink skaylink-vm-start-stop azurerm,1.0.0,GPL-3.0,
Libraries,skaylink skaylink-vnet azurerm,3.0.0,GPL-3.0,
Libraries,skaylink skaylink-windows-vm azurerm,2.0.0,GPL-3.0,
Libraries,SkaylinkCloud serviceprincipal azurerm,,,
Libraries,sklearn,0,Other,
Libraries,skwashd cloudflare-ips-security-group aws,,MIT,
Libraries,skwashd mutual-security-groups aws,,MIT,
Libraries,sl1pm4t kubernetes-vault google,0.4.3,,
Libraries,slackclient,3.31.0,MIT,
Libraries,slack-go,,MIT,
Libraries,slack-ruby-client,2.1.0,MIT,
Libraries,slackrus,,Apache-2.0,
Libraries,slalompdx codecommit-cicd aws,0.1.3,,
Libraries,slarimore02 avi-controller-aws aws,1.0.16,,
Libraries,slarimore02 avi-controller-azure azurerm,1.0.29,,
Libraries,slarimore02 infoblox-deployment aws,1.0.0,,
Libraries,slash,5.1.0,MIT,
Libraries,slate,0.103.0,MIT,
Libraries,slate-react,0.102.0,MIT,
Libraries,sleep,6.3.0,MIT,
Libraries,sliced,1.0.1,MIT,
Libraries,slick-carousel,1.8.1,MIT,
Libraries,slug,8.2.1,MIT,
Libraries,smart_open,6.2.0,MIT,
Libraries,smartassistco cloudflare-validated-acm aws,,MIT,
